belief	reconciled
centuries	put
century	appeared
chariots	trembled
cities	fell
cities	fortified
cities	fortifying
cities	leading
cities	opened
columns	entering
conqueror	entered
conqueror	invited
conqueror	plundered
conqueror	stripped
country	approached
country	spreading
crown	leaving
days	echoed
defiance	bear
desert	established
dominion	established
dynasty	founded
dynasty	produced
east	look
edomites	subdued
empire	establishing
end	put
eye	regarded
field	brought
foreigners	used
gates	opened
glory	enjoy
hebrews	confronted
hebrews	met
henceforth	averted
host	placed
host	proceeded
host	set
ib	armed
ib	destroyed
imaginations	dazzled
inhabitants	carry
instrument	used
king	met
march	appeared
master	carried
medes	brought
medes	learnt
medes	shrank
medes	succeed
medes	threatened
mercenaries	formed
monarch	owing
monarch	regarded
monarch	saw
monarch	seemed
multitude	help
obedience	yield
occasion	rose
parts	fell
power	appeared
power	conquering
power	establishing
prisoners	seemed
record	commemorate
resistance	organized
resistance	seems
return	set
slaughter	smiting
slaves	carry
south	approached
submission	accepted
successes	brought
temanites	subdued
throne	occupy
time	placed
time	uplifted
towers	making
treasures	seemed
troops	pursued
troops	smiting
troops	spreading
trouble	raised
vassal	proceeded
vassal	satisfied
vengeance	execute
words	echoed
years	broken
years	live
yoke	shook
abode	deposited
advances	making
allegiance	throwing
approaches	adorned
arch-rebel	bring
arms	carried
art	disappear
attack	awaited
authority	extend
authority	held
bees	changed
bees	working
block	formed
cantons	extended
cedars	changing
character	gave
character	set
country	quit
court	held
death	protected
disturbance	quarrel
dynasties	established
dynasty	cooped
enemy	despised
expedition	left
eyes	fall
eyes	falls
favour	received
forces	concentrated
foreigner	regarded
forms	repeated
generals	send
glory	sought
gods	worshipped
governments	broke
grains	take
grave	laid
herdsmen	divided
herhor	remove
highlands	stretched
house	deposited
house	reigning
influence	establish
inscriptions	set
kingdom	reached
kingdom	stretched
kingdom	whereof
kings	extend
kings	reduce
magnificence	acquired
memorials	inscribed
memory	set
mercenaries	reckoned
mixture	apply
mixture	art
mixture	make
name	included
negro	allied
neighbours	allied
neighbours	included
north	broke
nose	lets
oases	interspersed
office	retaining
others	extended
part	divided
perfume	producing
pharaoh	reigning
point	divided
presence	bring
princes	threatened
region	spread
resistance	offered
rest	carried
revolt	suppress
river	advancing
section	described
sessoun	commanded
shrines	adorned
shrines	worshipped
shupot	named
south	broke
streams	abounded
streams	watered
taxes	receive
temple	built
temples	built
texts	called
time	conducted
time	emboldened
time	form
time	formed
time	reached
time	weeps
times	applied
tombs	repeated
tongue	set
towns	comprised
tract	contained
tract	formed
tract	held
tributaries	stretched
troubles	broke
wars	maintain
years	amounted
acclamations	received
account	treated
achilles	fought
aid	marched
approach	making
army	collected
authority	exercised
battle	fought
blow	roused
bull	borne
choice	fell
city	attacked
city	recovered
city	threw
city	visited
close	descended
close	invested
coincidence	sway
confederates	befell
confederates	besieged
confederates	gave
confederates	overpowered
confederates	sailed
conqueror	carried
convention	appear
convention	drawn
convention	followed
court	held
courts	held
danger	pressing
deed	calculated
deed	keeping
defeat	gave
defences	strengthened
defenders	suffered
dynasties	succeeded
effort	drew
embassy	sending
engagements	act
entrance	forced
extent	pursued
father	carrying
folding-doors	enter
forms	prevailed
fortifications	scaled
gates	shut
god	approach
hand	leading
homage	renewed
horus	hailing
hosts	met
hosts	opposing
impressions	received
inaction	roused
inhabitants	carried
inhabitants	seized
king	elect
kingdom	reinstate
kingdom	restored
kings	consisted
kings	governed
kings	held
lake	bathe
machines	threw
majesty	sailed
march	continuing
men	madest
monarchs	attached
monuments	confirm
mould	cast
name	got
names	confirm
nation	strike
negotiations	appear
nephew	appears
nile	bringing
nile	descended
nile	returned
nile	sailed
north	continuing
people	received
philistines	fled
place	hold
pre-eminence	attain
presence	seeking
presents	sending
priests	received
princes	kept
principality	rule
ramparts	slaughtering
realm	exercised
reason	treated
rebels	routing
rebels	take
region	swooping
resources	left
river	descended
river	sailed
riverside	bringing
seals	attached
shrine	enter
side	commanded
siege	commenced
siege	reduced
sistrum	holding
south	bordered
south	synchronized
sovereignty	throw
stables	examined
step	brought
store-houses	examined
submission	ensure
success	followed
summons	set
sun	rising
supplies	augmented
surrender	insisted
surrender	thought
territory	absorbed
territory	interposed
thousands	slaughtering
throne	mounted
time	insisted
time	lost
time	reinstate
times	diminished
towers	brought
town	entered
town	forced
treasury	examined
uttermost	resist
vessels	close
walls	brought
walls	insisted
walls	manned
walls	threw
war-horse	leading
watch	kept
women	madest
advantage	destined
agency	employed
ardour	threw
arm	accoutred
armour	wore
arms	carrying
army	descended
army	destroyed
army	led
arrangements	satisfied
arrest	check
attempt	expected
attempt	invite
attempt	promised
attempt	retreated
borders	happened
borders	retreated
cataract	overrun
catastrophe	averted
catastrophe	gave
cause	helped
cavalry	including
cavalry	scoured
cavalry	stormed
cavalry	took
centuries	enriched
chains	loaded
co-operation	invite
command	given
commandants	arrested
commandants	sacked
commandants	tried
concubines	left
conqueror	returned
conquerors	carried
conquerors	destined
contrary	stop
country	broke
country	scoured
danger	averted
defeat	suffered
designs	resumed
destruction	ascribed
destruction	employed
destruction	happened
destruction	survived
dominion	re-established
dominions	extend
dominions	returned
ekronites	united
extent	modified
fastnesses	issued
field	brought
field	encountered
field	fled
field	took
flight	hurried
force	consisted
force	encountered
force	opposed
forces	dispersed
forces	driven
forces	suffered
garrison	put
gods	ascribed
governor	placed
governor	united
governors	communicated
hands	fell
hebrews	known
host	fled
host	routed
infantry	consisting
instances	given
intrigue	detected
malady	seized
malcontents	joined
march	facilitate
matter	settled
medinet-abou	exhibited
monarch	conferred
monarch	took
monuments	erected
morning	arose
movement	check
multitude	calls
neighbourhood	collected
night	destroyed
nomes	thrown
nomes	united
others	arrested
panoplies	covered
part	kept
path	swept
pestilence	caused
pitch	exalted
plains	accoutred
policy	modified
princes	smiting
principalities	broke
principalities	placed
prisoners	sent
protector	regarded
quarter	saved
quarter	show
rebellion	suppress
result	expected
rival	relinquish
rivers	situate
rocks	sculptured
shields	carried
simoon	caused
simoon	explained
son	conferred
south-west	extend
spears	carried
struggle	relinquish
struggle	renewed
style	erected
success	communicated
success	drew
successes	encouraged
taurus	exercised
territory	disputed
territory	possessed
time	encountered
time	passed
towns	stormed
troops	marched
truth	written
wife	left
writers	explained
yoke	imposed
acclamations	received
advance	oppose
adversaries	defeated
adversaries	dispersed
aid	sent
allegiance	transferred
allies	distrusting
apathy	brooded
application	received
armies	traversed
arms	oppose
arms	took
army	formed
attention	taken
attention	turn
authority	acknowledged
authority	reasserted
auxiliary	fixed
banner	take
battle	fought
bek-en-ranf	claimed
bosoms	lingered
buildings	allowed
capital	held
capital	keeping
capital	reached
capital	stationed
circumstances	acquainted
circumstances	existing
circumstances	relieved
city	carried
city	enslaved
city	inflicted
competitor	arise
conquest	enjoy
consideration	give
contest	gave
contingent	sent
contingents	formed
corpse	comes
corpse	rise
cost	learnt
country	come
country	sunk
crown	assured
crown	lacked
difficulties	immersed
difficulties	threatened
direction	assume
distance	stationed
elephantine	quartered
embassy	dispatched
end	put
estate	fallen
events	proved
expeditions	engage
eyes	cast
eyes	casting
facts	exaggerated
family	called
family	felt
family	placed
family	reigned
family	seems
fellow-princes	throw
flight	saved
frame	infuse
frame	revivify
frontier	defeated
frontiers	guarding
gates	opened
governments	retain
greatness	restore
images	honour
independence	tremble
instances	cast
king	established
kings	recognized
lesson	learnt
life	breathe
life	expiring
life	recall
man	answer
man	found
manner	intended
manner	set
marriage	contract
media	threatened
moment	found
moment	watched
monuments	allowed
neighbours	keep
observer	ventured
one	opposed
patient	cure
patient	expiring
perils	surrounding
period	cast
period	lose
place	established
policy	met
population	enslaved
power	grown
power	lack
powers	acknowledged
powers	held
priest	established
priests	restrained
princes	replaced
principalities	replaced
quarters	threatened
races	wore
requirements	answer
resistance	ceased
result	accomplished
son	saved
south	quartered
south	threatened
south-east	threatened
sovereignty	acknowledged
stock	belonged
stock	crossed
subject	acknowledge
submission	make
success	following
suzerain	acknowledged
suzerain	throw
sword	kept
sword	won
temple	visit
temples	allowed
temples	inflicted
temples	restored
temples	rifled
time	cast
time	grown
times	traversed
town	entering
treasures	carried
trees	cut
troops	offended
troops	settling
usurper	crush
victory	opened
victory	rested
villas	plundered
walls	fought
willingness	adopt
willingness	reunite
willingness	shake
year	seems
activity	seen
aegina	established
affairs	settle
ages	looked
ameliorations	compensate
arms	resisted
army	barred
army	regarding
army	suffered
army	swept
arts	began
arts	recovered
aspect	changed
attack	make
authority	extend
beliefs	shaken
bireme	introduced
bottoms	carried
campaign	undertake
change	required
circumstances	required
colonnade	surrounded
conquest	dreamt
corpse	revivify
country	submitted
creatures	living
decease	met
edifices	enlarge
effect	produced
effort	determined
end	gaining
energies	concentrated
enterprise	succeeded
entrance	secured
excavations	commenced
expedition	shrinking
eyes	lay
factories	established
father	held
favour	regarding
field	laid
field	left
fields	teemed
fineness	reminds
fleets	built
fleets	composed
fleets	uniting
foreigners	kept
freedom	assert
gods	built
groove	shaking
harvests	teemed
hint	improving
land	returned
lands	devastated
life	awakened
life	follow
life	produced
life	put
life	stir
limbs	put
mariners	dispatched
mariners	fixed
mariners	manning
mariners	reach
mariners	return
mariners	set
medes	partitioned
mercenaries	allowed
mercenaries	assigned
mercenaries	consisting
monarchs	pleased
monarchs	settle
months	lasted
nemesis	swooped
oars	shipping
ocean	communicated
ocean	flowed
path	swept
people	regarded
period	characterize
pharaoh	carried
pharaoh	pushed
pharaoh	submitted
philae	undertook
pieces	fell
population	decimated
population	increased
port	dispatched
port	touch
position	imperilled
position	occupied
power	conquering
power	felt
prejudices	led
prince	dreamt
prince	laid
prisoner	carrying
project	relinquish
projects	concerned
projects	relinquish
provinces	recover
purpose	effecting
residence	assigned
right	keeping
roads	re-established
scale	commenced
scale	meet
scale	widening
sequel	determined
settlements	make
ships	anticipated
ships	manning
ships	returned
success	met
task	accomplish
tenderness	impressed
terms	contending
thoughts	turn
throne	ascended
time	felt
towns	rebuilt
towns	repaired
towns	ruined
trade	grew
trireme	constructed
venture	make
vessels	forbidden
wars	suffered
way	committed
way	conveyed
way	gaining
way	wounded
wines	imported
women	concerning
works	undertook
years	resisted
adhesion	secure
andro-sphinxes	conducting
anger	deprecate
antagonist	appears
antagonist	resisted
arms	resisted
atoms	shattered
battle	contended
battle	fought
bow	handles
braver	took
brigandines	put
buckler	accept
check	inflicted
cities	assigns
city	destroy
coast	secure
collision	avoided
colossi	erecting
contest	evacuated
contest	gave
contest	sought
course	took
cure	come
danger	took
date	fell
death-blow	gave
defeat	suffered
desert	put
discoveries	suggest
dominion	rounded
dominions	occupied
dromos	adorned
earth	cover
empire	attaching
empire	consolidated
empire	established
engagement	besieged
engagement	defeated
event	brought
exaltation	taken
fabric	shattered
fashion	set
feather	showed
field	resisted
first	inaugurated
flood	cometh
foes	smite
force	broken
force	marching
forces	defeated
fortune	forsook
horsemen	accept
horses	harness
host	met
idols	destroyed
impulse	gave
inhabitants	destroy
invasion	took
land	filled
law	show
living	getting
losses	repair
man	stumbled
means	show
monarch	allow
money	employ
money	wasted
monument	set
myth	based
nations	heard
nature	seemed
north	stumble
ones	beaten
ones	fled
ones	look
outbreak	crushing
palace	remained
pharaoh	entertained
portrait-painting	attempted
power	strengthen
prestige	recover
privileges	gave
privileges	increased
psamatik	cherished
quarter	rounded
realization	attempted
result	cost
result	suggest
revolt	took
rivers	moved
safety	threatened
settlers	held
settlers	occupy
shame	heard
shield	accept
shield	handle
siege	raised
statuary	flourished
statues	erected
strength	nursed
succession	secure
successors	continued
sword	devour
temple	added
temples	building
termination	suggest
thmuis	found
throne	cost
time	rebel
treaty	conclude
troubles	occupied
tyre	resisted
undertakings	employ
victors	put
war	brought
war	followed
war	took
waters	moved
whereupon	inflicted
works	given
years	abstained
years	nursed
years	outlived
action	resent
aid	detached
alliance	come
alliance	make
alliance	proposed
ambition	fired
answer	return
apathy	intruded
appeal	received
armies	contend
arms	inured
army	levied
army	suffered
battle	decided
blood	infuse
camp-followers	required
capital	reached
capital	returned
character	care
cities	blockaded
cities	threatening
concubine	send
confederates	attacked
confederates	pledged
contest	prolonged
danger	showed
days	taken
death	followed
defeat	suffered
desert	crossed
desert	poured
dominions	succeeding
dynasty	expand
dynasty	found
dynasty	knowing
dynasty	maintain
end	brought
end	come
end	met
enemy	succour
enemy	threatened
existence	launch
expedition	send
expeditions	employing
face	looked
families	interconnected
fleet	bring
force	posted
fortune	befell
fugitives	reached
fugitives	shut
fugitives	stop
inexperience	taken
invader	protect
invasion	conducted
islanders	forced
islanders	taken
king	escaped
kingdom	passed
kingdom	protect
laurels	gaining
life	lost
means	introduced
menace	felt
messengers	sent
midst	expand
monarch	declare
monarch	prevent
monarchs	continued
monarchy	brought
monarchy	lasted
months	died
movements	hindered
nation	compelled
nation	received
offer	refuse
path	launch
peril	arisen
personage	given
personage	offend
personage	pledged
plain	furnish
plain	suffered
plateau	rules
pledges	redeem
position	assumed
position	posted
positions	offers
power	collapsed
power	risen
prince	brought
prince	depend
prince	fired
prince	gathered
prince	levied
prince	taken
progress	resist
prosperity	conceal
race	personified
region	undertook
rout	fled
section	see
services	gave
ships	gave
situation	looked
spot	find
state	paid
strength	recruited
struggle	fled
supremacy	throw
sustenance	find
suzerain	paid
throne	occupying
traditions	preserving
tributaries	forced
tribute	paid
troops	required
unawares	taken
victim	absorbed
waters	poured
years	lasted
years	met
years	occupied
years	occupying
years	remaining
administration	considered
aid	lend
allies	lay
ambassadors	protects
army	protract
artemisium	distinguished
battle	defeated
battle	fought
battle	gains
burthen	placed
call	responded
capital	defend
capital	inaugurated
ceremonies	inaugurated
channel	diverted
citadel	blockaded
citadel	held
citadel	taken
cities	go
commanders	allowed
considerations	overpowered
contradictions	surprised
country	quitted
crew	torn
crews	captured
day	withdraw
defeat	accepted
defeat	foretold
design	detected
discontent	allay
enthusiasm	described
escort	protects
eyes	viewing
fear	put
festival	keeping
field	defeated
fleet	found
fleet	swept
foundations	broken
hand	learn
hatred	allay
host	invades
independence	reclaiming
indignities	subjected
inscription	cambyses
inscription	learn
insurrection	headed
interval	known
intervals	actuated
intervals	enjoyed
invasion	resist
investment	followed
island	marched
judgments	execute
king	fallen
labyrinth	examined
labyrinth	thought
land-troops	retained
leader	perished
men	headed
men	manned
men	marched
men	numbered
mind	impressed
monarch	allowed
monarch	avenged
monarch	bore
monarch	fortified
months	besieged
months	lay
monuments	suggest
multitude	take
mummies	examining
mummies	exhumed
nation	awaited
number	attacked
obelisk	adorn
obstacle	swept
occasion	feigned
offence	condemned
ooze	stuck
opportunity	seemed
order	executed
orders	carried
orders	received
others	attacked
others	defeated
others	sent
outrage	committed
path	swept
plataens	defeated
preparations	making
presence	honoured
priest-class	conciliate
priest-class	given
prosopitis	called
province	placed
question	defeat
question	gain
question	gains
question	invades
question	known
question	seeing
question	seen
rebellion	broke
rebels	assist
rebels	sent
reign	died
reinforcement	sent
resistance	offered
resistance	protract
rights	exercise
river	blockaded
river	entered
rule	exasperated
salamis	returned
sea-fights	captured
sea-fights	distinguished
ships	fought
ships	held
ships	retained
skulls	strewn
squadron	distinguished
stone	dug
streets	massacred
struggle	lasted
struggle	led
suppression	undertaken
sword	come
sword	fall
temple	found
thigh	stabbed
throne	occupied
time	considered
tomb	subjected
tomb	tore
town	captured
town	enter
town	set
town	whereupon
triremes	furnished
triremes	manned
triremes	retained
triremes	sent
tyre	sailed
unawares	attacked
usages	conformed
vessel	destroyed
vessel	surrender
walls	drew
walls	protract
war	rebel
ways	exasperated
work	gathering
year	died
year	experienced
years	making
years	occupied
years	recognized
yoke	flinging
absence	entrusted
acre	rendezvoused
age	died
agesilaues	joined
agesilaues	withdrew
aid	defeated
alliance	entered
alliances	courting
alliances	entangling
allies	enrol
armament	sent
army	collected
army	march
army	moved
army	raised
authority	gives
battles	defeated
bridge	connecting
bridge	establishing
buildings	undertaking
cause	embracing
change	make
circumstances	recommended
coast	accompanying
collection	adorns
contest	given
course	changed
course	return
cult	handed
dash	recommended
death	worshipped
defences	force
demigod	looked
departure	took
desert	proceeded
detachments	held
displeasure	led
displeasure	provoked
ditch	guarding
dynasty	produced
dysentery	carried
dysentery	legitimated
effort	make
effort	preparing
end	drew
enemy	harassed
energy	view
followers	deserted
forts	captured
forts	guarding
forts	obstructing
future	live
future	providing
garrison	thrown
hero	looked
honour	bore
honour	constituted
honour	handed
inscriptions	set
interests	looking
iphicrates	got
iphicrates	offer
iphicrates	recommended
iphicrates	run
iphicrates	set
iphicrates	took
lands	rule
light	goes
loss	inflicted
manner	proceeded
men	consisting
mercenaries	held
mercenaries	hired
mercenaries	iphicrates
monarch	distinguish
monarchs	depended
monarchs	subjecting
name	gave
name	inscribed
neighbours	entered
nekht-horheb	entangling
nekht-horheb	rely
obelisks	erected
offer	declined
position	restore
precautions	multiplied
precautions	taken
pretenders	got
priesthood	constituted
prince	fortified
prince	held
prince	multiplied
prince	seduced
prince	set
proceeding	justify
ranks	enrol
recriminations	took
reduction	attempt
regent	entrusted
regent	incited
regent	proved
reliefs	adorned
revenge	demanded
revival	called
revolt	inaugurated
risk	run
river-courses	obliterated
roads	overflowed
route	brought
route	felt
scale	undertaking
shore	seen
soldiery	depended
soldiery	took
son	take
space	recalled
states	courting
strength	rely
struggle	withdrew
success	view
temple	built
territory	laying
throne	replaced
throne	tottering
time	applied
time	biding
time	established
time	followed
time	got
time	inflicted
time	lived
time	sent
time	succeeded
times	handed
troops	changed
troops	denuded
troops	gave
troops	harassed
troops	landed
troops	offer
troops	proceeded
troops	seen
troops	take
troops	taken
troops	wait
war	commenced
war	plunged
winds	began
years	lasted
accomplishment	sufficed
advice	asking
apis-bull	stabbing
armament	go
armies	lay
arms	accumulated
army	kept
army	marshalling
army	reached
array	oppose
ascendancy	established
attack	proceeded
battle	fight
behalf	implore
besiegers	allowed
besiegers	carry
besiegers	confirmed
besiegers	pour
besiegers	slackened
books	taken
calamities	brought
capital	defend
captains	asking
cause	ruined
city	left
colleague	sent
colleagues	divided
commander	possessed
conjuncture	called
crown	fighting
crown	lost
defence	fight
designs	opened
disappearance	paying
disaster	met
divisions	marshalling
dominions	levied
effort	resolve
efforts	directed
ends	gained
engines	brought
envoy	sent
envoy	surrender
existence	pretended
fleet	manned
foot	succeeded
forces	receive
forts	protected
friends	exhorted
frontier	guarding
generals	abandoned
generals	sending
gods	robbed
hercules	regarded
horse	succeeded
houses	setting
intelligence	reached
invaders	defend
javelins	transfixed
king	defended
king	gathered
king	know
king	met
king	muster
king	resist
king	surrounded
king	yielded
leader	commanded
lynx	contend
means	introduced
mercenaries	commanding
mercenaries	served
message	extracted
messenger	caught
messenger	extracted
monarch	fled
monarch	found
monarch	lay
monarch	left
monarch	prepared
monarch	want
months	sufficed
nile	abandoned
nile	failed
nile	involved
nile	taking
north	brought
north	passing
people	treated
place	led
plans	come
proceeding	suit
province	lost
province	regained
province	revolted
prudence	induced
rebels	gained
resources	baffle
resources	frustrate
satraps	committing
self-conceit	ruined
set	lacrates
severity	treat
shrines	violated
siege	begun
siege	engage
siege	resist
skirmish	followed
success	exasperated
success	gained
temper	experienced
terms	demurred
though	refused
though	succeeded
time	baffle
time	gone
towers	advance
towers	prepared
town	destroying
town	invested
town	receive
town	surrender
town	surrendered
towns	fortified
towns	induced
traitor	brought
traitor	derive
traitor	executed
triremes	succeeded
troops	collected
troops	passing
value	taken
walls	destroy
walls	ventured
wars	committing
way	lay
while	lay
writers	showed
